,Place
conf/compass/1995,None
conf/vrst/1997,None
conf/dna/2001,None
conf/icmai/2002,None
conf/mobiquitous/2005,None
conf/sp/2013w,None
conf/jcdl/2007,None
conf/ants/2004,None
conf/apn/2002,None
conf/rv/2012,None
conf/ccs/2010aisec,None
conf/sirocco/2010,None
conf/mfcs/2000,None
conf/essos/2013,None
conf/ags/2009,None
conf/mfps/2006,None
conf/amast/2000,None
conf/candc/2007,None
conf/opodis/2004,None
conf/mss/2011,None
conf/cpaior/2007,None
conf/spieSR/1997,None
conf/dbsec/2006,None
conf/icfca/2010,None
conf/emsoft/2005,None
conf/pldi/2014array,None
conf/alp/1992,None
conf/eurosys/2017,None
conf/dimacs/dimacs12,None
conf/lcpc/1993,None
conf/argmas/2006,None
conf/dolap/2003,None
conf/complife/2005,None
conf/ncs/2008evolution,None
conf/gd/2008,None
conf/sg/2005,None
conf/kdd/2017,None
conf/hm/2008,None
conf/ccs/2016asiapkc,None
conf/cikm/2008pair,None
conf/infinity/2002,None
conf/mm/2015mmcommons,None
conf/sadfe/2011,None
conf/cgo/2005,None
conf/s-bpm-one/2012s,None
conf/promas/2006,None
conf/pakdd/2001,None
conf/widm/2004,None
conf/hopl/1993,None
conf/acmidc/2014,None
conf/iclp/2002,None
conf/icail/1993,None
conf/ACMicec/2007,None
conf/gecco/2014,None
conf/birthday/2002rozenberg,None
conf/colt/1993,None
conf/tes/2003,None
conf/mhci/2009,None
conf/membrane/2006,None
conf/cvpr/2013w,None
conf/gg/2008,None
conf/iwocl/2014,None
conf/eurossc/2007,None
conf/evoW/2008bio,None
conf/sas/2015,None
conf/tes/2002,None
conf/litp/1985,None
conf/ccs/2015wiscs,None
conf/issre/2013,None
conf/icst/2009,None
conf/miccai/2005-2,None
conf/wcre/2001,None
conf/nfm/2014,None
conf/islped/1995,None
conf/cans/2011,None
conf/compgeom/1997,None
conf/icws/2006,None
conf/ewcbr/2008,None
conf/iccad/2009,None
conf/islped/2001,None
conf/sigcomm/2014csws,None
conf/er/98w,None
conf/cisc/2005,None
conf/ismar/2012,None
conf/gbrpr/2007,None
conf/waw/2012,None
conf/ipmi/1991,None
conf/ices/2003,None
conf/esa/2008,None
conf/cpaior/2008,None
conf/sigir/88,None
conf/caise/2011fo1,None
conf/www/2013c,None
conf/models/2013,None
conf/rtas/2009,None
conf/calco/2009,None
conf/promise/2011,None
conf/zif/2006,None
conf/candt/2013,None
conf/socinfo/2010,None
conf/opodis/2010,None
conf/gecco/2015,None
conf/isca/1991,None
conf/si3d/1986,None
conf/dsvis/1996,None
conf/assets/2012,None
conf/issac/1995,None
conf/provsec/2009,None
conf/ifip11-9/2011,None
conf/fase/2015,None
conf/ssbse/2012,None
conf/caap/1996,None
conf/assets/2015,None
conf/icalp/1993,None
conf/podc/2015,None
conf/infocom/2012w,None
conf/rss/2012,None
conf/miccai/2012-1,None
conf/iswc/2009,None
conf/ph/2010,None
conf/acisp/1998,None
conf/icail/2009,None
conf/focs/2016,None
conf/lpar/2010y,None
conf/compgeom/1999,None
conf/greens/2013,None
conf/sc/2016llvm,None
conf/esop/1992,None
conf/sirocco/2004,None
conf/issta/2007p,None
conf/icsoc/2011,None
conf/icsa/2017,None
conf/javacard/2000,None
conf/hri/2017,None
conf/icmt/2013,None
journals/corr/DangP13,None
conf/kdd/2012swmi,None
conf/sigsoft/2015ctse,None
conf/ac/1986parallel,None
conf/esorics/1992,None
conf/fates/2005,None
conf/ics/1992,None
conf/dagstuhl/2001automata,None
conf/ccs/2011stc,None
journals/corr/abs-0912-3036,None
conf/evoW/2010cop,None
conf/popl/2009damp,None
conf/assets/2014,None
conf/ecrime/2008,None
conf/netgames/2007,None
conf/cans/2006,None
conf/colt/2004,None
conf/sigmod/2015grades,None
conf/agere/2015,None
conf/sc/2014works,None
conf/dmsn/2010,None
conf/cp/2008,None
conf/fplay/2008,None
conf/re/2012,None
conf/robocup/1997,None
conf/codes/2004,None
conf/icws/2004,None
conf/oss/2008,None
conf/sswmc/2004,None
conf/acisp/2000,None
conf/tagt/1994,None
conf/cardis/1998,None
conf/adbis/2003,None
conf/cpm/2009,None
conf/arith/2007,None
conf/sirocco/2011,None
conf/ispec/2012,None
conf/wcre/1995,None
conf/graphite/2007,None
conf/pam/2008,None
conf/mig/2009,None
conf/eurogp/2012,None
conf/wdag/1996,None
conf/bpm/2013w,None
conf/ifip11-9/2010,None
conf/ppswr/2006,None
conf/cd/2002,None
conf/fsttcs/1993,None
conf/wosp/2014,None
conf/vsgames/2009,None
conf/ccs/2015asia,None
conf/debs/2012,None
conf/wea/2012,None
conf/evoW/2009bio,None
conf/automotiveUI/2017,None
conf/icra/2004,None
conf/pakdd/2013-2,None
conf/compgeom/2002,None
conf/wabi/2013,None
conf/icwe/2008,None
conf/kdd/2006web,None
conf/iwomp/2011,None
conf/pldi/2008plas,None
conf/mobihoc/2014wimobcity,None
conf/sigmetrics/1997,None
conf/colt/1996,None
conf/um/2015,None
conf/mldm/2003,None
conf/icra/2008,None
conf/edoc/2010,None
conf/esa/2004,None
conf/isw/2012,None
conf/mates/2004,None
conf/wicsa/2012,None
conf/dev/2010,None
conf/lcpc/2003,None
conf/miccai/2008-2,None
conf/mkm/2006,None
conf/ifm/2005,None
conf/nspw/2004,None
conf/iwpc/2007,None
conf/fsttcs/2000,None
conf/random/2001,None
conf/ismar/2001,None
conf/lctrts/2003,None
conf/ercimdl/2004,None
conf/gamesec/2010,None
conf/lion/2007,None
conf/mm/2011jhgbu,None
conf/mobicom/2014vlcs,None
conf/icail/2001,None
conf/cosn/2014,None
conf/miccai/2003-1,None
conf/mobicom/2006mobishare,None
conf/smi/2010,None
conf/wcre/2010,None
conf/birthday/2005klop,None
conf/middleware/2015,None
conf/issac/2014,None
conf/islped/2004,None
conf/icws/2005,None
conf/um/2013,None
conf/icsm/2011,None
conf/wicsa/2015,None
conf/icfp/2013farm,None
conf/essos/2012,None
journals/corr/abs-1010-6112,None
conf/mm/2013immpd,None
conf/dagstuhl/2003scenarios,None
conf/gecon/2011,None
conf/icalp/2015-2,None
conf/csfw/2015,None
conf/dppi/2003,None
conf/icb/2011,None
conf/grec/1997,None
conf/apgv/2010,None
conf/issre/2007,None
conf/cosn/2015,None
conf/infocom/2001,None
conf/qosa/2013,None
conf/wea/2005,None
conf/ictd/2006,None
conf/swat/1996,None
conf/ssr/2001,None
conf/icws/2007,None
conf/mm/2010wsm,None
conf/wdag/1997,None
conf/icse/2007ast,None
conf/vizsec/2012,None
conf/birthday/2008trakhtenbrot,None
conf/wisa/2008,None
conf/kdd/2013idea,None
conf/dis/1999,None
conf/icnp/2002,None
conf/dlt/2003,None
conf/types/2004,None
conf/safecomp/2011,None
conf/mcs/2007,None
conf/fimh/2009,None
conf/p2p/2003,None
conf/pv/2013,None
conf/ccgrid/2012,None
conf/spaa/1999,None
conf/cia/2002,None
conf/cvpr/2009,None
conf/codaspy/2015,None
conf/iwdw/2003,None
conf/wg/2010,None
conf/civvs/2009,None
journals/corr/abs-1007-0831,None
conf/ftrtft/1988,None
conf/atal/2010coin,None
conf/vvs/2000,None
conf/ro-man/2006,None
conf/ipmi/1997,None
conf/mmsec/2010,None
conf/cpm/2008,None
conf/fpl/1997,None
conf/rta/1995,None
conf/ccgrid/2003,None
conf/iccs/1999,None
conf/ppdp/2011,None
conf/is4th/2003,None
conf/frocos/2000,None
conf/esoa/2006,None
conf/esec/1997,None
conf/ipco/2005,None
conf/dl/96,None
conf/spaa/1993,None
conf/rtss/2002,None
conf/mmmacns/2001,None
conf/ismm/1994,None
conf/mfcs/2002,None
conf/lics/1994,None
conf/mir/2015,None
conf/dmsn/2005,None
conf/mm/2015immersiveme,None
conf/ecrime/2010,None
conf/innovations/2016,None
conf/icfp/2016,None
conf/codaspy/2016abac,None
conf/ppdp/2006,None
conf/malware/2011,None
conf/haptics/2002,None
conf/tldi/2011,None
conf/lads/2010,None
conf/icfem/2011,None
conf/rv/2016,None
conf/eurogp/2004,None
conf/soda/2015,None
conf/icalp/2014-2,None
conf/rtas/2012,None
conf/mm/2012,None
conf/apn/2009,None
conf/critis/2006,None
conf/sigcomm/2011wmust,None
conf/sdb/2008,None
conf/riit/2012,None
conf/mochart/2006,None
conf/ilp/1996,None
conf/iptcomm/2007,None
conf/esa/2013,None
conf/ah/2002,None
conf/semweb/2016-2,None
conf/icpp/2009,None
conf/jelia/1990,None
conf/wuauc/2001,None
conf/foiks/2008,None
conf/spatialCognition/2006,None
conf/ilp/2005,None
conf/iwpc/2010,None
conf/birthday/1994maschler,None
conf/ssdbm/2013,None
conf/ecmdafa/2014,None
conf/wisec/2015,None
conf/codes/2014,None
conf/csfw/1996,None
conf/w4a/2006,None
conf/sigopsE/2002,None
conf/ifipTCS/2000,None
conf/mobihoc/2010,None
conf/cimcdm/2009,None
conf/icpp/2011,None
conf/alt/1999,None
conf/pepm/1991,None
conf/mfcs/1999,None
conf/ictir/2009,None
conf/evoW/2011a1,None
conf/birthday/2016wadler,None
conf/clima/2006,None
conf/fosad/2002,None
conf/gis/2010isa,None
conf/nordichi/2012,None
conf/datalog/2012,None
conf/forte/2016,None
conf/www/2012tempweb,None
conf/euroitv/2007,None
conf/haskell/2005,None
conf/issta/2008d,None
conf/frocos/2007,None
conf/cikm/2012webkr,None
conf/ifl/2000,None
conf/gis/2013geocrowd,None
conf/ccs/2017aisec,None
conf/hpdc/2013sciencecloud,None
conf/ssdbm/2007,None
conf/xpu/2015,None
conf/aadebug/2005,None
conf/miccai/2009-1,None
conf/acsac/2003,None
conf/csl/2014,None
conf/cpm/2005,None
conf/swat/2012,None
conf/infovis/2005,None
conf/iclp/2008,None
conf/fsttcs/1985,None
conf/eh/2000,None
conf/acii/2013,None
conf/ilp/2008,None
conf/cpe/1994,None
conf/cvpr/2003w,None
conf/aplas/2014,None
conf/ecrts/2001,None
conf/fnc/2014,None
conf/humo/2007,None
conf/acl/2017-1,None
conf/apsys/2011,None
conf/mkm/2014,None
conf/dimacs/dimacs29,None
conf/mfcs/1995,None
conf/iclp/2005,None
conf/semweb/2004swdb,None
conf/icis/1989,None
conf/indocrypt/2001,None
conf/hcw/2000,None
conf/wcre/2006,None
conf/ictir/2016,None
conf/wnsp/2005,None
conf/aose/2006,None
conf/adg/2002,None
conf/er/2012,None
conf/apsec/2010,None
conf/dac/2009,None
conf/eurocolt/1999,None
conf/persuasive/2015,None
conf/er/2013,None
conf/etra/2014,None
conf/w4a/2014,None
conf/smi/2006,None
conf/acns/2015,None
conf/opodis/2008,None
conf/avbpa/1997,None
conf/dbpl/2015,None
conf/idtrust/2009,None
conf/cp/2010,None
conf/asru/2013,None
conf/iwia/2003,None
conf/ap2pc/2003,None
conf/bpm/2012w,None
conf/pods/2016,None
conf/aplas/2011,None
conf/assets/2010,None
conf/bmvc/2015,None
conf/critis/2009,None
conf/icfem/2012,None
conf/waw/2013,None
conf/vrst/1999,None
conf/fsttcs/1998,None
conf/sss/2015,None
conf/cc/1996,None
conf/debs/2009,None
conf/bodynets/2007,None
conf/percom/2005,None
conf/coding/1988,None
conf/sefm/2009,None
conf/alt/2007,None
conf/spire/2006,None
conf/atva/2006,None
conf/wads/2005,None
conf/icfem/2010,None
conf/wdag/2011,None
conf/gecco/2012,None
conf/ACMdis/2017,None
conf/infinity/2005,None
conf/ipin/2011,None
conf/sc/2014wolfhpc,None
conf/birthday/2011talcott,None
conf/interact/2005,None
conf/isrr/2007,None
conf/fgr/2013,None
conf/icmi/2016mhfi,None
conf/recomb/2013,None
conf/zum/1998,None
conf/psd/2010,None
conf/bis/2010,None
conf/grid/2005,None
conf/icsm/2015,None
conf/mfps/2011,None
conf/formats/2013,None
conf/emmcvpr/2009,None
conf/splc/2015,None
conf/acsac/2015,None
conf/srds/2007,None
conf/sdm/2014,None
conf/mpc/2010,None
conf/cefp/2011,None
conf/dbsec/2013,None
conf/uml/1998,None
conf/mochart/2008,None
conf/spaa/2014,None
conf/waoa/2009,None
conf/icra/2010,None
conf/recomb/1997,None
conf/3dui/2007,None
conf/wg/1989,None
conf/waoa/2005,None
conf/fdg/2012,None
conf/ifip5-10/1993micg,None
conf/pakdd/2011-2,None
conf/amast/2010,None
conf/iwsec/2006,None
conf/gpce/2012,None
conf/esws/2017semwebeval,None
conf/iwinac/2005-2,None
conf/dsvis/2002,None
conf/icse/2006seams,None
conf/gefs/2008,None
conf/icse/2002,None
conf/ieeevast/2008,None
conf/otm/2005-2,None
conf/fsttcs/1997,None
conf/icsoc/2009w,None
conf/agile/2011,None
conf/etelemed/2010,None
conf/acns/2016,None
conf/ekaw/2004,None
conf/ozchi/2008,None
conf/swis/2005,None
conf/miccai/2010-3,None
conf/esaw/2004,None
conf/coordination/2010,None
conf/wosp/2015pabs,None
conf/vrml/2009,None
conf/icisc/2012,None
conf/ifm/1999,None
conf/hotweb/2015,None
conf/agile/2013,None
conf/fair/1991,None
conf/oopsla/2012onward,None
conf/fm/1998,None
conf/er/2006,None
conf/apn/2011,None
conf/gis/2009iwcts,None
conf/wcre/2013,None
conf/hybrid/2016,None
conf/ershov/1993,None
conf/gw/2009,None
conf/ispass/2012,None
conf/vrst/1996,None
conf/hicss/2000,None
conf/dimacs/dimacs48,None
conf/er/2004,None
conf/lats/2015,None
conf/jcdl/2004,None
conf/mmsys/2017,None
conf/wea/2004,None
conf/ifip11-10/2009,None
conf/birthday/2013ganzinger,None
conf/wia/2007,None
conf/acml/2009,None
conf/mobicase/2010,None
conf/bmvc/2000,None
conf/sigsoft/2016,None
conf/drm/2005,None
conf/saga/2001,None
conf/icppw/2010,None
conf/visualization/2001,None
conf/secon/2011,None
conf/iva/2011,None
conf/assets/2006,None
conf/scalespace/2007,None
conf/miccai/2017-3,None
conf/dbsec/2009,None
conf/icse/2012ast,None
conf/dagstuhl/1993gtcs,None
conf/icse/2001,None
conf/miccai/2014-3,None
conf/fmcad/2007,None
conf/chi/1994c,None
conf/mm/2007tvs,None
conf/pakdd/1999,None
conf/ifip1-7/2006,None
conf/enter/2015,None
conf/agiledc/2004,None
conf/hybrid/2007,None
conf/icsm/2008,None
conf/icnp/2004,None
conf/eusai/2003,None
conf/acisp/2014,None
conf/cases/2012,None
conf/ecir/2002,None
conf/flops/1999,None
conf/edoc/2006,None
conf/iccad/2013,None
conf/icst/2015,None
conf/sab/2006,None
conf/pairing/2013,None
conf/dialm/2008,None
conf/refsq/2007,None
conf/lopstr/2001,None
conf/coordination/2005,None
conf/spaa/1994,None
conf/asiajcis/2012,None
conf/oodbs/88,None
conf/tabletop/2014,None
conf/dimacs/dimacs37,None
conf/wafr/2010,None
conf/codes/2007,None
conf/pepm/1995,None
conf/uic/2009,None
conf/apvis/2009,None
conf/holomas/2003,None
conf/csfw/2016,None
conf/ipmi/2013,None
conf/kbse/2006,None
conf/miccai/2002-2,None
conf/apbpm/2014,None
conf/ecir/2013,None
conf/secon/2007,None
conf/middleware/2011mgc,None
conf/gis/2014geocrowd,None
journals/corr/abs-1107-0746,None
conf/latincrypt/2014,None
conf/icse/2007wosq,None
conf/seco/2009,None
conf/lpnmr/2009,None
conf/iwmm/1998,None
conf/accv/2012-1,None
conf/lopstr/2000,None
conf/www/2009wicow,None
conf/iccvw/2015,None
conf/fct/2011,None
conf/qest/2012,None
conf/sirocco/2007,None
conf/giscience/2012,None
conf/padl/1999,None
conf/dac/1990,None
conf/iccps/2011,None
conf/tableaux/2011,None
conf/bcshci/1998,None
conf/doceng/2002,None
conf/secon/2006,None
conf/acmidc/2008,None
conf/ht/2015,None
conf/ecmdafa/2012,None
conf/icmt/2015,None
conf/isms/2004,None
conf/dalt/2006,None
conf/iciar/2010-2,None
conf/sbp/2012,None
conf/esws/2015,None
conf/dais/2003,None
conf/icsr/2002,None
conf/edbt/94,None
conf/indocrypt/2002,None
conf/sc/1993,None
conf/fgr/2008,None
conf/icdar/2009,None
conf/swat/2006,None
conf/clef/2005,None
conf/ics/2001,None
conf/cbsq/2003,None
conf/ipcai/2011,None
conf/ida/2005,None
conf/icsm/2013,None
conf/swat/1988,None
conf/cocoon/2005,None
conf/sensys/2015,None
conf/random/1997,None
conf/iwpec/2013,None
conf/ipcai/2010,None
conf/fpga/1998,None
conf/cascon/2008,None
conf/safecomp/2008,None
conf/pkc/2017-2,None
conf/sca/2015,None
conf/socrob/2013,None
conf/IEEEcsc/2011,None
conf/iros/2005,None
conf/mobihoc/2012,None
conf/aswc/2008,None
conf/sswmc/2005,None
conf/icaris/2008,None
conf/gecco/2013,None
conf/sigmod/2017,None
conf/iot/2012,None
conf/its/1996,None
conf/dasfaa/2007,None
conf/semco/2008,None
conf/esa/1997,None
conf/refsq/2008,None
conf/calco/2011,None
conf/ric/1998,None
conf/jcdl/2005,None
conf/iswc/2010,None
conf/IEEEscc/2010,None
conf/miccai/2001,None
conf/tphol/1995,None
conf/mabs/2005,None
conf/asplos/2012gpgpu,None
conf/tableaux/1997,None
conf/ifl/2010,None
conf/dsn/2002,None
conf/icb/2012,None
conf/icnp/2008,None
conf/spire/2008,None
conf/mkm/2015,None
conf/xpu/2006,None
conf/isaac/2000,None
conf/csmr/2006,None
conf/fia/2012,None
conf/dimacs/dimacs11,None
conf/cscw/1986,None
conf/icdcs/2008,None
conf/padl/2008,None
conf/mm/2000w,None
conf/cpp/2017,None
conf/cp/2013,None
conf/approx/2010,None
conf/isaac/2002,None
conf/bis/2007,None
conf/fm/2015,None
conf/dbsec/2010,None
conf/sswmc/2008,None
conf/pepm/2008,None
conf/tamodia/2004,None
conf/visualization/1998,None
conf/alenex/2013,None
conf/icde/2010w,None
conf/tqc/2010,None
conf/ics/2014,None
conf/cade/2016,None
conf/bcshci/1997,None
conf/dimacs/dimacs6,None
conf/iiswc/2007,None
conf/issac/2004,None
conf/compgeom/2005,None
conf/cpm/2010,None
conf/popl/2009,None
conf/wcre/2009,None
conf/iswc/2005,None
conf/pret/2013,None
conf/gpce/2014,None
conf/padl/2010,None
conf/ht/2000,None
conf/spaa/2006,None
conf/lid/1996,None
conf/fpga/2001,None
conf/ac/2000tacs,None
conf/emsoft/2010,None
conf/avss/2009,None
conf/icse/2011wrt,None
conf/facs2/2012,None
conf/ccs/2013cycar,None
conf/clef/2003,None
conf/chi/2011a,None
conf/w4a/2008,None
conf/gg/1990,None
conf/pakdd/2008,None
conf/dna/2005,None
conf/ap2pc/2002,None
conf/compgeom/2008,None
conf/siggraph/2012et,None
conf/wadt/1999,None
conf/supercomputer/2013,None
conf/sac/2004,None
conf/aina/2010,None
conf/dagstuhl/2003ns,None
conf/icsm/2014mtd,None
conf/issac/2007pasco,None
conf/minenet/2007,None
conf/hoti/2012,None
conf/foga/2000,None
conf/sigcomm/2008netecon,None
conf/sc/2007vtdc,None
conf/icaris/2007,None
conf/dimacs/dimacs24,None
conf/sigir/89,None
conf/aaip/2009,None
conf/simpar/2012,None
conf/refsq/2012,None
conf/ACMace/2005,None
conf/securecomm/2006,None
conf/enter/2014,None
conf/ilp/2007,None
conf/cvbia/2005,None
conf/servicewave/2008,None
conf/conext/2016,None
conf/esws/2016,None
conf/kcap/2005,None
conf/ihi/2012,None
conf/robocup/2009,None
conf/cpm/2011,None
conf/eurosp/2017,None
conf/spin/2014,None
conf/promise/2014,None
conf/wosp/2008,None
conf/recsys/2017dlrs,None
conf/ics/2013ross,None
journals/corr/abs-1011-6012,None
conf/comsware/2009,None
conf/iccs/2005,None
conf/birthday/2010nagl,None
conf/gecco/2010,None
conf/scam/2010,None
conf/refsq/2009,None
conf/ac/2001,None
conf/fsen/2007,None
conf/humanoids/2009,None
conf/iwpec/2010,None
conf/mswim/2003,None
conf/expcs/2007,None
conf/wise/2008,None
conf/ppopp/2015gpgpu,None
conf/kdd/2009csi,None
conf/icits/2012,None
conf/bis/2009,None
conf/pacs/2000,None
conf/miccai/2009-2,None
conf/ifsa/2007,None
conf/sec/2007,None
conf/aisb/1996,None
conf/hpca/2005,None
conf/sigir/86,None
conf/ekaw/2010,None
conf/dac/1998,None
conf/icgse/2008,None
conf/ewmf/2005,None
conf/robocup/2005,None
conf/sigmetrics/1999,None
conf/icsm/1996,None
conf/icra/2012,None
conf/ppdp/2008,None
conf/pts/2005,None
conf/sma/1999,None
conf/gw/2005,None
conf/icra/1990,None
conf/w2gis/2009,None
conf/jit/2002agents,None
conf/micro/1991,None
conf/e2dc/2012,None
conf/gpce/2004,None
conf/less/2013,None
conf/sc/2009mtags,None
conf/caise/2009ciao,None
conf/ewsn/2011,None
conf/iwsec/2011,None
conf/coordination/2011,None
conf/iwsec/2009,None
conf/percom/2015,None
conf/mss/2013,None
conf/utp/2008,None
conf/voteid/2011,None
conf/wadt/2004,None
conf/calco/2007,None
conf/waw/2006,None
conf/rtas/2015,None
conf/vrml/1997,None
conf/ivs/2011,None
conf/dai/1995,None
conf/clef/2004,None
conf/iccs/1998,None
conf/fpga/2016,None
conf/pepm/1998,None
conf/jcdl/2002vidl,None
conf/ipcai/2012,None
conf/issac/2005,None
conf/ecoopwException/2000,None
conf/infocom/2013,None
conf/interact/2013-3,None
conf/wicsa/2009,None
conf/provsec/2010,None
conf/cpe/1997,None
conf/africacrypt/2016,None
conf/alenex/2001,None
conf/interact/2013-2,None
conf/geos/2007,None
conf/ai/2001,None
conf/netgames/2012,None
conf/ismar/2005,None
conf/sbp/2013,None
conf/lopstr/1995,None
conf/mobicom/2016,None
conf/eccv/2004hci,None
conf/models/2006w,None
conf/agiledc/2003,None
conf/ieeevast/2010,None
conf/icde/2005,None
conf/mfps/2008,None
conf/evoW/2005,None
conf/sibgrapi/2012,None
conf/icer/2016,None
conf/pqcrypto/2017,None
conf/podc/1994,None
conf/fmics/2006,None
conf/acmidc/2012,None
conf/alt/1995,None
conf/iccs/1993,None
conf/cc/1998,None
conf/lics/1995,None
conf/latin/2006,None
conf/ACMdis/1997,None
conf/ecweb/2011,None
conf/ruleml/2008,None
conf/kbse/2016,None
conf/iiix/2006,None
conf/tcc/2016b1,None
conf/pgas/2014,None
conf/IEEEscc/2009,None
conf/mldm/2012,None
conf/ppdp/2013,None
conf/dgci/1996,None
conf/emsoft/2014,None
conf/sspr/2002,None
conf/fpga/2011,None
conf/icde/2004,None
conf/wcit/2010,None
conf/adbis/2011,None
conf/iser/2012,None
conf/mfcs/2006,None
conf/wine/2011,None
conf/amast/2004,None
conf/isaac/1999,None
conf/sigcpr/1999,None
conf/wosp/2012,None
conf/enter/2013,None
conf/sec/2012,None
conf/mum/2013,None
conf/ismis/1994,None
conf/ifip5-5/2005,None
conf/btas/2013,None
conf/dbsocial/2011,None
conf/damon/2006,None
conf/sws/2009,None
conf/ecoop/2014cop,None
conf/usab/2010,None
conf/gptp/2013,None
conf/sigmod/2014grades,None
conf/ics/1990,None
conf/ppopp/2014ppaa,None
conf/sdmw/2008,None
conf/clade/2008,None
conf/mobicom/2007chants,None
conf/sigmod/2016hilda,None
conf/gttse/2011,None
conf/edcc/2008,None
conf/semeval/2016,None
conf/mm/2013immersiveme,None
journals/corr/abs-1102-3741,None
conf/gpce/2011,None
conf/mm/2014wcpr,None
conf/wh/2012,None
conf/miccai/2015-1,None
journals/corr/FinkbeinerS14,None
conf/scie/1999,None
conf/mates/2003,None
conf/adbis/2002,None
conf/icse/2010sess,None
conf/ches/2017,None
conf/isbi/2004,None
conf/plpv/2013,None
journals/corr/abs-1102-5161,None
conf/nato/1993,None
conf/soco/2008,None
conf/esorics/2016-2,None
conf/www/2008l,None
journals/corr/CernyKM16,None
conf/esaw/2005,None
conf/wrla/1998,None
conf/padl/2011,None
conf/siggraph/2013asiacourses,None
conf/lctrts/2010,None
conf/eurocal/1985-1,None
conf/epos/2006,None
conf/ags/2010,None
journals/corr/abs-1108-6097,None
conf/rule/2002,None
conf/wipsce/2014,None
conf/jobim/2000,None
journals/corr/abs-1108-4077,None
conf/splc/2014w,None
conf/lipari/2007,None
conf/nanoarch/2010,None
conf/middleware/2016systex,None
conf/hpdc/2007gmw,None
conf/pts/2007,None
conf/utp/2012,None
conf/dimacs/dimacs63,None
conf/adg/2006,None
conf/mm/2011mirum,None
conf/wote/2010lncs,None
conf/ipco/1995,None
conf/sdb/2010,None
conf/pkc/2017-1,None
conf/er/99,None
conf/dagm/2002,None
conf/dimva/2017,None
conf/frocos/2013,None
conf/sirocco/2008,None
conf/widm/99,None
conf/sde/1992,None
conf/hvc/2005,None
conf/promise/2012,None
conf/ebiss/2012,None
conf/formats/2012,None
conf/tark/2003,None
